,adjclose,close,high,low,open,volume,month
2019-03-14,135.5634307861328,138.7899932861328,138.94000244140625,138.05999755859375,138.50999450683594,2738600,2019-03
2019-03-15,136.18853759765625,139.42999267578125,140.3300018310547,139.22999572753906,139.3699951171875,7153700,2019-03
2019-03-18,136.95042419433594,140.2100067138672,140.3699951171875,138.72000122070312,139.8300018310547,3268500,2019-03
2019-03-19,137.22390747070312,140.49000549316406,141.6999969482422,140.0,140.9600067138672,3482300,2019-03
2019-03-20,136.3546142578125,139.60000610351562,140.6999969482422,138.97999572753906,140.52999877929688,3649500,2019-03
2019-03-21,138.15182495117188,141.44000244140625,142.1199951171875,138.8800048828125,139.10000610351562,3605400,2019-03
2019-03-22,136.2080841064453,139.4499969482422,141.44000244140625,138.89999389648438,140.97000122070312,3877200,2019-03
2019-03-25,135.94435119628906,139.17999267578125,139.91000366210938,138.35000610351562,139.05999755859375,2839800,2019-03
2019-03-26,136.96018981933594,140.22000122070312,141.02000427246094,139.4199981689453,139.92999267578125,2553700,2019-03
2019-03-27,136.0029754638672,139.24000549316406,140.49000549316406,138.39999389648438,140.41000366210938,3098200,2019-03
2019-03-28,136.6671600341797,139.9199981689453,140.44000244140625,139.10000610351562,139.91000366210938,2663900,2019-03
2019-03-29,137.81973266601562,141.10000610351562,141.22000122070312,140.14999389648438,140.5,3101400,2019-03
2019-04-01,139.9685821533203,143.3000030517578,143.41000366210938,141.50999450683594,141.50999450683594,3984300,2019-04
2019-04-02,139.67555236816406,143.0,143.9499969482422,142.60000610351562,143.35000610351562,2404800,2019-04
2019-04-03,140.29090881347656,143.6300048828125,144.22000122070312,143.00999450683594,143.64999389648438,2681200,2019-04
2019-04-04,139.46066284179688,142.77999877929688,144.13999938964844,142.5399932861328,143.6199951171875,2771100,2019-04
2019-04-05,139.9490509033203,143.27999877929688,143.5,142.4600067138672,143.2899932861328,2731800,2019-04
2019-04-08,140.05648803710938,143.38999938964844,143.4199981689453,142.8699951171875,143.02000427246094,2118200,2019-04
2019-04-09,138.80625915527344,142.11000061035156,142.9499969482422,141.83999633789062,142.66000366210938,3038500,2019-04
2019-04-10,139.69509887695312,143.02000427246094,143.5,141.97999572753906,142.1999969482422,2678000,2019-04
2019-04-11,140.4374237060547,143.77999877929688,144.11000061035156,143.02999877929688,143.8000030517578,2942000,2019-04
2019-04-12,140.99417114257812,144.35000610351562,144.44000244140625,143.6999969482422,144.25999450683594,2898900,2019-04
2019-04-15,140.55462646484375,143.89999389648438,144.4600067138672,143.27000427246094,144.39999389648438,3603200,2019-04
2019-04-16,141.76580810546875,145.13999938964844,145.38999938964844,144.02000427246094,144.39999389648438,6301700,2019-04
2019-04-17,135.87599182128906,139.11000061035156,141.97999572753906,136.25999450683594,137.3699951171875,12525700,2019-04
2019-04-18,137.067626953125,140.3300018310547,140.49000549316406,138.6999969482422,139.0,4960000,2019-04
2019-04-22,135.66110229492188,138.88999938964844,140.55999755859375,138.47999572753906,139.4199981689453,4494000,2019-04
2019-04-23,137.17506408691406,140.44000244140625,140.9199981689453,138.94000244140625,139.14999389648438,4462200,2019-04
2019-04-24,136.6964569091797,139.9499969482422,141.30999755859375,139.77999877929688,140.60000610351562,2774900,2019-04
2019-04-25,135.4071502685547,138.6300048828125,139.75,137.7100067138672,139.6999969482422,2910100,2019-04
2019-04-26,136.1983184814453,139.44000244140625,139.88999938964844,138.80999755859375,139.33999633789062,2319800,2019-04
2019-04-29,135.8173828125,139.0500030517578,139.6300048828125,138.80999755859375,139.14999389648438,2958300,2019-04
2019-04-30,137.00901794433594,140.27000427246094,140.44000244140625,138.67999267578125,139.11000061035156,4638800,2019-04
2019-05-01,137.2922821044922,140.55999755859375,141.80999755859375,140.1699981689453,140.5500030517578,3053700,2019-05
2019-05-02,136.34481811523438,139.58999633789062,141.27999877929688,139.41000366210938,140.5,3541400,2019-05
2019-05-03,136.98948669433594,140.25,141.0,139.6300048828125,139.6999969482422,2579900,2019-05
2019-05-06,137.11647033691406,140.3800048828125,140.69000244140625,137.89999389648438,138.3000030517578,2793300,2019-05
2019-05-07,134.44017028808594,137.63999938964844,139.50999450683594,136.19000244140625,139.14999389648438,4726800,2019-05
2019-05-08,134.7917938232422,138.0,138.6999969482422,137.1300048828125,137.77000427246094,3818900,2019-05
2019-05-09,133.76390075683594,135.33999633789062,135.5800018310547,133.02999877929688,134.88999938964844,4192700,2019-05
2019-05-10,133.744140625,135.32000732421875,135.75,132.4199981689453,134.8800048828125,3977600,2019-05
2019-05-13,129.88955688476562,131.4199981689453,133.57000732421875,130.9600067138672,133.27999877929688,4958000,2019-05
2019-05-14,131.75753784179688,133.30999755859375,134.32000732421875,131.67999267578125,131.82000732421875,3280400,2019-05
2019-05-15,132.83485412597656,134.39999389648438,134.58999633789062,132.3699951171875,132.58999633789062,2551000,2019-05
2019-05-16,134.29762268066406,135.8800048828125,136.11000061035156,134.63999938964844,134.74000549316406,3017300,2019-05
2019-05-17,132.75579833984375,134.32000732421875,135.41000366210938,133.94000244140625,134.67999267578125,2619100,2019-05
2019-05-20,133.5464630126953,135.1199951171875,135.42999267578125,132.92999267578125,133.52999877929688,3264500,2019-05
2019-05-21,134.86097717285156,136.4499969482422,137.05999755859375,135.7899932861328,136.1199951171875,2503500,2019-05
2019-05-22,134.76214599609375,136.35000610351562,136.75,135.7100067138672,136.0,1849800,2019-05
2019-05-23,130.8482666015625,132.38999938964844,135.1300048828125,130.44000244140625,135.1300048828125,5343400,2019-05
2019-05-24,130.7395477294922,132.27999877929688,134.25,131.58999633789062,133.52999877929688,2596100,2019-05
2019-05-28,128.9407501220703,130.4600067138672,132.63999938964844,130.27000427246094,132.1300048828125,4908800,2019-05
2019-05-29,128.17970275878906,129.69000244140625,130.27999877929688,128.32000732421875,130.0,3679000,2019-05
2019-05-30,128.0611114501953,129.57000732421875,129.97000122070312,128.92999267578125,129.74000549316406,2741900,2019-05
2019-05-31,125.51114654541016,126.98999786376953,128.44000244140625,126.8499984741211,128.44000244140625,3539300,2019-05
2019-06-03,126.7762451171875,128.27000427246094,128.55999755859375,127.05999755859375,127.0999984741211,4266900,2019-06
2019-06-04,131.144775390625,132.69000244140625,132.74000549316406,129.08999633789062,129.55999755859375,3913500,2019-06
2019-06-05,129.958740234375,131.49000549316406,133.61000061035156,130.47000122070312,133.3800048828125,3161300,2019-06
2019-06-06,130.68023681640625,132.22000122070312,132.64999389648438,130.89999389648438,132.19000244140625,2298200,2019-06
2019-06-07,131.75753784179688,133.30999755859375,134.72000122070312,132.2100067138672,132.47000122070312,2553400,2019-06
2019-06-10,133.1708984375,134.74000549316406,135.35000610351562,133.91000366210938,134.3800048828125,2911300,2019-06
2019-06-11,134.36680603027344,135.9499969482422,136.4600067138672,135.0500030517578,135.32000732421875,3407300,2019-06
2019-06-12,133.29937744140625,134.8699951171875,135.94000244140625,134.41000366210938,135.55999755859375,2254700,2019-06
2019-06-13,134.17901611328125,135.75999450683594,136.27000427246094,135.08999633789062,135.1300048828125,2955300,2019-06
2019-06-14,133.57611083984375,135.14999389648438,135.8800048828125,134.42999267578125,135.44000244140625,2193300,2019-06
2019-06-17,133.37844848632812,134.9499969482422,136.02999877929688,134.6999969482422,135.38999938964844,2194100,2019-06
2019-06-18,134.7917938232422,136.3800048828125,137.19000244140625,135.1999969482422,135.1999969482422,2914700,2019-06
2019-06-19,135.483642578125,137.0800018310547,138.36000061035156,136.24000549316406,136.42999267578125,2382400,2019-06
2019-06-20,137.2330322265625,138.85000610351562,139.5399932861328,138.1999969482422,138.92999267578125,3071000,2019-06
2019-06-21,137.57894897460938,139.1999969482422,139.5399932861328,138.38999938964844,138.44000244140625,5288700,2019-06
2019-06-24,137.7272186279297,139.35000610351562,140.14999389648438,139.0500030517578,139.1999969482422,2186000,2019-06
2019-06-25,136.7487335205078,138.36000061035156,139.5500030517578,138.1300048828125,139.4600067138672,2801200,2019-06
2019-06-26,136.90687561035156,138.52000427246094,139.67999267578125,138.41000366210938,138.8699951171875,2284600,2019-06
2019-06-27,136.90687561035156,138.52000427246094,139.3000030517578,137.9499969482422,138.72000122070312,2149800,2019-06
2019-06-28,136.29408264160156,137.89999389648438,139.13999938964844,137.83999633789062,138.57000732421875,6153900,2019-06
2019-07-01,138.25103759765625,139.8800048828125,141.49000549316406,139.27999877929688,139.60000610351562,3377700,2019-07
2019-07-02,138.5870819091797,140.22000122070312,140.42999267578125,139.47000122070312,139.75,2409700,2019-07
2019-07-03,139.89169311523438,141.5399932861328,141.82000732421875,140.42999267578125,140.72000122070312,1930400,2019-07
2019-07-05,139.7335662841797,141.3800048828125,141.49000549316406,139.91000366210938,140.8699951171875,2134700,2019-07
2019-07-08,138.93301391601562,140.57000732421875,141.2899932861328,140.27000427246094,141.0500030517578,2395300,2019-07
2019-07-09,137.7074432373047,139.3300018310547,140.99000549316406,139.1300048828125,140.61000061035156,3365200,2019-07
2019-07-10,138.83416748046875,140.47000122070312,141.91000366210938,139.7899932861328,140.0,2513900,2019-07
2019-07-11,139.59519958496094,141.24000549316406,141.5800018310547,140.3000030517578,140.7899932861328,2132900,2019-07
2019-07-12,141.07772827148438,142.74000549316406,142.9199981689453,141.66000366210938,141.9199981689453,2786200,2019-07
2019-07-15,141.65098571777344,143.32000732421875,143.50999450683594,142.1199951171875,142.88999938964844,2368300,2019-07
2019-07-16,141.85853576660156,143.52999877929688,144.0399932861328,143.02000427246094,143.1699981689453,3474700,2019-07
2019-07-17,141.40390014648438,143.07000732421875,143.8000030517578,141.9499969482422,143.61000061035156,6064300,2019-07
2019-07-18,147.8874969482422,149.6300048828125,150.30999755859375,142.1999969482422,142.5,12695400,2019-07
2019-07-19,147.93690490722656,149.67999267578125,151.5800018310547,149.5500030517578,149.9600067138672,7290700,2019-07
2019-07-22,147.9962158203125,149.74000549316406,151.94000244140625,149.6999969482422,150.16000366210938,4092600,2019-07
2019-07-23,148.62876892089844,150.3800048828125,150.72000122070312,148.3800048828125,150.57000732421875,3742200,2019-07
2019-07-24,148.2828369140625,150.02999877929688,151.4499969482422,149.1999969482422,150.1199951171875,2952400,2019-07
2019-07-25,148.63864135742188,150.38999938964844,150.6199951171875,148.61000061035156,149.82000732421875,3102100,2019-07
2019-07-26,149.59735107421875,151.36000061035156,151.41000366210938,150.10000610351562,151.0,2904300,2019-07
2019-07-29,149.12294006347656,150.8800048828125,151.47999572753906,150.32000732421875,151.11000061035156,2075500,2019-07
2019-07-30,148.02586364746094,149.77000427246094,150.39999389648438,149.22000122070312,150.0,2632700,2019-07
2019-07-31,146.51368713378906,148.24000549316406,150.17999267578125,146.38999938964844,149.6999969482422,3722900,2019-07
2019-08-01,148.5694580078125,150.32000732421875,152.82000732421875,148.5,148.89999389648438,6344000,2019-08
2019-08-02,145.5352020263672,147.25,152.9499969482422,145.58999633789062,149.02999877929688,8101700,2019-08
2019-08-05,139.12078857421875,140.75999450683594,145.10000610351562,139.14999389648438,144.97999572753906,7114900,2019-08
2019-08-06,139.0911407470703,140.72999572753906,142.47000122070312,139.30999755859375,142.02999877929688,5070700,2019-08
2019-08-07,137.49000549316406,139.11000061035156,139.5800018310547,136.41000366210938,138.74000549316406,5821000,2019-08
