,adjclose,close,high,low,open,volume,month
2018-08-09,138.0180206298828,144.77000427246094,145.94000244140625,144.72999572753906,145.52999877929688,3093500,2018-08
2018-08-10,137.7415313720703,144.47999572753906,145.07000732421875,143.8800048828125,144.5,3003100,2018-08
2018-08-13,136.05409240722656,142.7100067138672,144.3000030517578,142.52999877929688,144.14999389648438,2858500,2018-08
2018-08-14,136.67376708984375,143.36000061035156,143.82000732421875,142.92999267578125,143.0,2860000,2018-08
2018-08-15,137.19810485839844,143.91000366210938,144.0,142.0,142.5500030517578,4241500,2018-08
2018-08-16,138.56143188476562,145.33999633789062,145.67999267578125,144.3699951171875,144.3699951171875,5250700,2018-08
2018-08-17,139.24786376953125,146.05999755859375,146.38999938964844,144.69000244140625,144.7899932861328,2678600,2018-08
2018-08-20,139.67684936523438,146.50999450683594,147.16000366210938,146.14999389648438,146.3699951171875,2499700,2018-08
2018-08-21,139.16204833984375,145.97000122070312,147.1199951171875,145.88999938964844,147.0,3106900,2018-08
2018-08-22,138.4661102294922,145.24000549316406,146.16000366210938,145.19000244140625,146.00999450683594,2389000,2018-08
2018-08-23,138.5900115966797,145.3699951171875,145.52000427246094,144.75,145.0399932861328,2220400,2018-08
2018-08-24,139.22877502441406,146.0399932861328,146.08999633789062,144.8699951171875,145.4600067138672,2776600,2018-08
2018-08-27,139.8484649658203,146.69000244140625,147.6199951171875,146.52000427246094,146.94000244140625,3491600,2018-08
2018-08-28,139.7531280517578,146.58999633789062,146.99000549316406,146.19000244140625,146.9499969482422,2455300,2018-08
2018-08-29,140.6588134765625,147.5399932861328,147.92999267578125,146.60000610351562,146.8699951171875,3153800,2018-08
2018-08-30,139.1239013671875,145.92999267578125,147.3000030517578,145.25,147.02999877929688,3340400,2018-08
2018-08-31,139.6482391357422,146.47999572753906,146.77999877929688,145.5399932861328,145.72000122070312,3488500,2018-08
2018-09-04,138.8855438232422,145.67999267578125,146.19000244140625,144.80999755859375,145.97999572753906,3326200,2018-09
2018-09-05,139.8198699951172,146.66000366210938,146.75,145.0500030517578,145.19000244140625,3126500,2018-09
2018-09-06,139.56246948242188,146.38999938964844,147.66000366210938,145.5399932861328,146.8800048828125,4248800,2018-09
2018-09-07,138.6663055419922,145.4499969482422,146.5,145.1199951171875,145.94000244140625,4693100,2018-09
2018-09-10,138.85696411132812,145.64999389648438,147.3000030517578,145.55999755859375,146.60000610351562,3618300,2018-09
2018-09-11,139.6577911376953,146.49000549316406,146.99000549316406,145.25,146.0,3374700,2018-09
2018-09-12,139.73406982421875,146.57000732421875,147.97999572753906,146.02999877929688,146.3699951171875,4506700,2018-09
2018-09-13,142.0030517578125,148.9499969482422,149.0,147.1199951171875,147.35000610351562,5346500,2018-09
2018-09-14,141.41195678710938,148.3300018310547,149.3000030517578,147.77999877929688,148.85000610351562,3452100,2018-09
2018-09-17,141.04017639160156,147.94000244140625,149.07000732421875,147.77000427246094,148.44000244140625,3551900,2018-09
2018-09-18,141.63125610351562,148.55999755859375,148.99000549316406,147.47000122070312,147.75999450683594,3629400,2018-09
2018-09-19,142.10792541503906,149.05999755859375,149.9600067138672,148.22999572753906,148.6300048828125,4246200,2018-09
2018-09-20,144.10044860839844,151.14999389648438,151.3800048828125,149.44000244140625,149.5800018310547,5952200,2018-09
2018-09-21,144.2911376953125,151.35000610351562,152.60000610351562,150.74000549316406,151.47999572753906,19947500,2018-09
2018-09-24,143.03268432617188,150.02999877929688,151.1999969482422,149.4600067138672,151.10000610351562,4265000,2018-09
2018-09-25,141.96493530273438,148.91000366210938,150.41000366210938,148.36000061035156,149.91000366210938,4397500,2018-09
2018-09-26,144.53900146484375,151.61000061035156,153.35000610351562,151.33999633789062,152.39999389648438,7401900,2018-09
2018-09-27,144.43414306640625,151.5,152.38999938964844,151.16000366210938,152.00999450683594,3477600,2018-09
2018-09-28,144.1576690673828,151.2100067138672,151.6300048828125,150.7899932861328,151.16000366210938,3305800,2018-09
2018-10-01,145.86416625976562,153.0,153.4199981689453,151.7100067138672,151.7100067138672,3757400,2018-10
2018-10-02,146.5791778564453,153.75,153.83999633789062,152.5,152.99000549316406,3029900,2018-10
2018-10-03,146.0738983154297,153.22000122070312,154.36000061035156,152.8000030517578,154.0,3315300,2018-10
2018-10-04,144.25299072265625,151.30999755859375,152.8000030517578,150.36000061035156,151.69000244140625,4237900,2018-10
2018-10-05,142.07933044433594,149.02999877929688,151.7899932861328,147.8699951171875,150.89999389648438,4602200,2018-10
2018-10-08,141.4691619873047,148.38999938964844,149.07000732421875,147.17999267578125,148.5,3239300,2018-10
2018-10-09,140.37281799316406,147.24000549316406,148.36000061035156,146.92999267578125,148.0800018310547,3642400,2018-10
2018-10-10,136.03500366210938,142.69000244140625,147.69000244140625,142.5,147.5,5547700,2018-10
2018-10-11,132.5361785888672,139.02000427246094,144.19000244140625,138.77999877929688,142.6199951171875,8710500,2018-10
2018-10-12,134.2808380126953,140.85000610351562,141.5399932861328,139.0800018310547,141.1199951171875,6563400,2018-10
2018-10-15,134.54779052734375,141.1300048828125,142.25999450683594,140.13999938964844,140.3800048828125,4965500,2018-10
2018-10-16,138.3516845703125,145.1199951171875,145.4499969482422,141.5800018310547,142.92999267578125,8695500,2018-10
2018-10-17,127.79798889160156,134.0500030517578,137.14999389648438,133.4199981689453,135.88999938964844,19464000,2018-10
2018-10-18,124.46121978759766,130.5500030517578,133.39999389648438,130.0399932861328,132.72999572753906,10011700,2018-10
2018-10-19,123.078857421875,129.10000610351562,131.88999938964844,127.95999908447266,130.64999389648438,7791600,2018-10
2018-10-22,123.95594024658203,130.02000427246094,130.44000244140625,128.39999389648438,129.5800018310547,5719500,2018-10
2018-10-23,125.09044647216797,131.2100067138672,131.89999389648438,128.41000366210938,129.02000427246094,6463600,2018-10
2018-10-24,121.2770004272461,127.20999908447266,131.69000244140625,127.0,131.1699981689453,5710300,2018-10
2018-10-25,120.55244445800781,126.44999694824219,127.79000091552734,125.13999938964844,127.25,10304300,2018-10
2018-10-26,118.96986389160156,124.79000091552734,125.77999877929688,123.70999908447266,125.20999908447266,8767000,2018-10
2018-10-29,114.06005859375,119.63999938964844,123.94999694824219,118.30000305175781,119.33999633789062,20450400,2018-10
2018-10-30,110.01780700683594,115.4000015258789,121.5,115.1500015258789,120.4800033569336,21458600,2018-10
2018-10-31,110.0464096069336,115.43000030517578,116.5,114.08999633789062,116.48999786376953,21645000,2018-10
2018-11-01,111.38111877441406,116.83000183105469,117.0,115.11000061035156,115.5,13626700,2018-11
2018-11-02,110.27521514892578,115.66999816894531,117.75,114.54000091552734,117.51000213623047,10592700,2018-11
2018-11-05,114.46046447753906,120.05999755859375,120.7699966430664,116.0,116.0999984741211,9144600,2018-11
2018-11-06,117.37776184082031,123.12000274658203,123.80999755859375,120.30999755859375,120.69999694824219,9597400,2018-11
2018-11-07,119.01752471923828,124.83999633789062,125.05999755859375,122.33000183105469,123.79000091552734,12382700,2018-11
2018-11-08,119.12373352050781,123.37999725341797,124.4000015258789,122.62999725341797,122.66000366210938,10396400,2018-11
2018-11-09,119.27822875976562,123.54000091552734,124.56999969482422,121.95999908447266,123.61000061035156,6961800,2018-11
2018-11-12,116.72929382324219,120.9000015258789,123.56999969482422,120.6500015258789,123.5,5379100,2018-11
2018-11-13,116.67135620117188,120.83999633789062,122.25,119.9000015258789,121.19000244140625,4084400,2018-11
2018-11-14,116.0534439086914,120.19999694824219,121.93000030517578,119.7699966430664,121.11000061035156,4762300,2018-11
2018-11-15,117.25067138671875,121.44000244140625,121.44000244140625,119.51000213623047,119.66000366210938,5207900,2018-11
2018-11-16,117.37617492675781,121.56999969482422,121.8499984741211,120.54000091552734,120.88999938964844,4076300,2018-11
2018-11-19,116.1596450805664,120.30999755859375,122.18000030517578,119.7699966430664,121.62999725341797,4131200,2018-11
2018-11-20,113.15692901611328,117.19999694824219,119.48999786376953,116.69999694824219,118.48999786376953,6233800,2018-11
2018-11-21,114.47966766357422,118.56999969482422,119.51000213623047,117.38999938964844,117.61000061035156,5335800,2018-11
2018-11-23,113.14727783203125,117.19000244140625,118.33999633789062,116.91000366210938,118.08999633789062,2334700,2018-11
2018-11-26,115.43551635742188,119.55999755859375,120.25,118.05999755859375,118.37000274658203,5011100,2018-11
2018-11-27,115.88929748535156,120.02999877929688,120.04000091552734,118.37000274658203,118.37999725341797,4903800,2018-11
2018-11-28,118.75685119628906,123.0,123.08999633789062,120.22000122070312,121.01000213623047,5104500,2018-11
2018-11-29,117.2892837524414,121.4800033569336,123.12000274658203,121.4000015258789,122.44000244140625,5200100,2018-11
2018-11-30,119.9830322265625,124.2699966430664,124.69000244140625,121.4800033569336,121.66000366210938,7251600,2018-11
2018-12-03,120.9871597290039,125.30999755859375,126.58999633789062,124.36000061035156,125.66999816894531,5846400,2018-12
2018-12-04,117.40513610839844,121.5999984741211,124.91999816894531,121.33000183105469,124.48999786376953,6000700,2018-12
2018-12-06,119.63545989990234,123.91000366210938,123.91000366210938,119.30000305175781,119.72000122070312,6938000,2018-12
2018-12-07,115.22310638427734,119.33999633789062,124.05000305175781,118.87000274658203,123.9000015258789,7019600,2018-12
2018-12-10,116.95135498046875,121.12999725341797,121.68000030517578,118.5199966430664,119.73999786376953,6549500,2018-12
2018-12-11,116.71963500976562,120.88999938964844,123.80999755859375,120.0,123.25,5043100,2018-12
2018-12-12,116.9803237915039,121.16000366210938,122.87999725341797,121.0,122.51000213623047,3560500,2018-12
2018-12-13,116.56517028808594,120.7300033569336,121.79000091552734,120.16999816894531,121.26000213623047,3993600,2018-12
2018-12-14,115.76378631591797,119.9000015258789,121.11000061035156,119.44000244140625,119.5,4554200,2018-12
2018-12-17,112.09487915039062,116.0999984741211,119.77999877929688,115.06999969482422,119.06999969482422,7374500,2018-12
2018-12-18,112.62590789794922,116.6500015258789,118.2300033569336,116.0199966430664,116.9000015258789,6290200,2018-12
2018-12-19,112.41349792480469,116.43000030517578,120.2699966430664,115.97000122070312,117.1500015258789,6979800,2018-12
2018-12-20,109.12112426757812,113.0199966430664,116.44999694824219,111.69999694824219,115.69999694824219,8454400,2018-12
2018-12-21,107.11288452148438,110.94000244140625,115.27999877929688,110.44000244140625,112.5,10386500,2018-12
2018-12-24,103.859130859375,107.56999969482422,111.0,107.5,109.9000015258789,3821400,2018-12
2018-12-26,107.54735565185547,111.38999938964844,111.38999938964844,105.94000244140625,108.0,6645800,2018-12
2018-12-27,109.85491180419922,113.77999877929688,113.77999877929688,109.47000122070312,109.98999786376953,6045600,2018-12
2018-12-28,109.13078308105469,113.02999877929688,114.80000305175781,112.5,114.22000122070312,5117500,2018-12
2018-12-31,109.74871063232422,113.66999816894531,114.3499984741211,112.41999816894531,113.33000183105469,4982800,2018-12
2019-01-02,111.2355728149414,115.20999908447266,115.9800033569336,111.69000244140625,112.01000213623047,4239900,2019-01
2019-01-03,109.01492309570312,112.91000366210938,114.87999725341797,112.69000244140625,114.52999877929688,4346700,2019-01
2019-01-04,113.27278900146484,117.31999969482422,117.48999786376953,114.44000244140625,114.91000366210938,4477800,2019-01
2019-01-07,114.07416534423828,118.1500015258789,118.83000183105469,116.66999816894531,117.5,3751200,2019-01
2019-01-08,115.69620513916016,119.83000183105469,120.56999969482422,118.9800033569336,119.66000366210938,4763600,2019-01
2019-01-09,116.52653503417969,120.69000244140625,121.4000015258789,119.87000274658203,120.91000366210938,3633700,2019-01
2019-01-10,117.58858489990234,121.79000091552734,121.86000061035156,119.94999694824219,120.08000183105469,3910000,2019-01
2019-01-11,117.26997375488281,121.45999908447266,121.62000274658203,120.19999694824219,121.58000183105469,3722400,2019-01
2019-01-14,116.23689270019531,120.38999938964844,120.6500015258789,119.76000213623047,120.51000213623047,5228700,2019-01
2019-01-15,117.53067016601562,121.7300033569336,121.93000030517578,120.81999969482422,120.95999908447266,3507500,2019-01
2019-01-16,117.4244613647461,121.62000274658203,122.0,120.83000183105469,121.58000183105469,3841100,2019-01
2019-01-17,117.97480010986328,122.19000244140625,122.41000366210938,120.55000305175781,120.55999755859375,5029900,2019-01
2019-01-18,119.5485610961914,123.81999969482422,124.72000122070312,122.70999908447266,123.2699966430664,6008500,2019-01
2019-01-22,118.29340362548828,122.5199966430664,123.80000305175781,121.54000091552734,123.30000305175781,10052400,2019-01
2019-01-23,128.3056640625,132.88999938964844,135.0,130.30999755859375,131.3699951171875,22063700,2019-01
2019-01-24,127.95809173583984,132.52999877929688,133.2100067138672,131.42999267578125,132.6300048828125,6322900,2019-01
2019-01-25,129.34841918945312,133.97000122070312,134.44000244140625,132.42999267578125,132.8699951171875,5707400,2019-01
2019-01-28,129.63807678222656,134.27000427246094,134.80999755859375,132.5800018310547,133.10000610351562,5357700,2019-01
2019-01-29,129.69598388671875,134.3300018310547,135.41000366210938,133.60000610351562,134.2899932861328,5037100,2019-01
2019-01-30,129.7442626953125,134.3800048828125,135.02999877929688,133.25,134.0,4500900,2019-01
2019-01-31,129.7828826904297,134.4199981689453,134.72000122070312,133.74000549316406,134.4499969482422,4884000,2019-01
2019-02-01,129.47393798828125,134.10000610351562,135.1999969482422,133.35000610351562,134.97000122070312,3806000,2019-02
2019-02-04,130.5263214111328,135.19000244140625,135.1999969482422,132.99000549316406,134.02000427246094,3966600,2019-02
2019-02-05,130.87391662597656,135.5500030517578,135.82000732421875,134.9199981689453,135.27999877929688,5398900,2019-02
2019-02-06,131.6173553466797,136.32000732421875,136.64999389648438,135.1699981689453,135.22000122070312,4879700,2019-02
2019-02-07,130.09361267089844,133.19000244140625,134.47000122070312,132.1199951171875,133.5500030517578,4379400,2019-02
2019-02-08,130.60153198242188,133.7100067138672,133.7100067138672,132.19000244140625,132.33999633789062,3249800,2019-02
2019-02-11,130.87503051757812,133.99000549316406,135.14999389648438,133.91000366210938,134.2899932861328,3095100,2019-02
2019-02-12,132.8871307373047,136.0500030517578,136.1999969482422,134.86000061035156,135.14999389648438,3317200,2019-02
2019-02-13,134.3229522705078,137.52000427246094,137.9199981689453,136.41000366210938,136.9199981689453,4253000,2019-02
2019-02-14,133.30712890625,136.47999572753906,137.60000610351562,136.2100067138672,137.1699981689453,2789400,2019-02
2019-02-15,134.82110595703125,138.02999877929688,138.19000244140625,137.38999938964844,137.5800018310547,3844100,2019-02
2019-02-19,135.4755096435547,138.6999969482422,138.6999969482422,137.36000061035156,137.80999755859375,3385700,2019-02
2019-02-20,134.7917938232422,138.0,139.24000549316406,137.22000122070312,138.75999450683594,3802000,2019-02
2019-02-21,134.63551330566406,137.83999633789062,138.35000610351562,137.35000610351562,137.82000732421875,2937300,2019-02
2019-02-22,136.0127410888672,139.25,139.3800048828125,138.42999267578125,138.72999572753906,3113700,2019-02
2019-02-25,136.2178497314453,139.4600067138672,140.47000122070312,139.32000732421875,140.0,3194200,2019-02
2019-02-26,136.4718017578125,139.72000122070312,140.49000549316406,139.47000122070312,139.6699981689453,3060400,2019-02
2019-02-27,135.93460083007812,139.1699981689453,139.57000732421875,138.39999389648438,139.25,2530900,2019-02
2019-02-28,134.9187774658203,138.1300048828125,139.05999755859375,137.72000122070312,138.77000427246094,3457800,2019-02
2019-03-01,135.96388244628906,139.1999969482422,140.0399932861328,138.63999938964844,139.30999755859375,3030000,2019-03
2019-03-04,135.2117919921875,138.42999267578125,140.0800018310547,137.1699981689453,139.99000549316406,3406900,2019-03
2019-03-05,134.67459106445312,137.8800048828125,138.74000549316406,137.55999755859375,138.3699951171875,4250300,2019-03
2019-03-06,133.79550170898438,136.97999572753906,138.38999938964844,136.72000122070312,138.1199951171875,2768300,2019-03
2019-03-07,132.2131805419922,135.36000061035156,136.88999938964844,134.6300048828125,136.61000061035156,4358800,2019-03
2019-03-08,131.94943237304688,135.08999633789062,135.24000549316406,133.5800018310547,134.2100067138672,3773600,2019-03
2019-03-11,134.508544921875,137.7100067138672,137.72999572753906,135.83999633789062,136.02999877929688,3939300,2019-03
2019-03-12,135.06527709960938,138.27999877929688,139.6999969482422,137.86000061035156,138.52000427246094,3954700,2019-03
2019-03-13,135.33877563476562,138.55999755859375,139.32000732421875,137.85000610351562,138.0500030517578,3173200,2019-03
